t,prn,elev,az,snr,const
82318.0,22,1.0,142.0,,GP
82318.0,11,83.0,23.0,40.0,GP
82318.0,6,44.0,45.0,38.0,GP
82318.0,25,39.0,309.0,37.0,GP
82318.0,28,3.0,328.0,3.0,GP
82318.0,86,64.0,333.0,40.0,GL
82318.0,76,63.0,254.0,32.0,GL
82318.0,77,34.0,320.0,30.0,GL
82318.0,85,31.0,44.0,3.0,GL
82318.0,87,28.0,265.0,35.0,GL
82318.0,75,24.0,180.0,21.0,GL
82318.0,70,21.0,78.0,,GL
82318.0,71,8.0,125.0,1.0,GL
82318.0,69,6.0,19.0,50.0,GL
82318.0,13,73.0,253.0,39.0,GA
82318.0,21,61.0,298.0,38.0,GA
82318.0,27,56.0,163.0,25.0,GA
82318.0,15,48.0,44.0,4.0,GA
82318.0,26,20.0,234.0,19.0,GA
82318.0,30,7.0,146.0,,GA
82318.0,13,73.0,253.0,33.0,GA
82318.0,21,61.0,298.0,36.0,GA
82318.0,15,48.0,44.0,37.0,GA
82318.0,26,20.0,234.0,2.0,GA
82318.0,27,72.0,342.0,41.0,GB
82318.0,46,48.0,243.0,33.0,GB
82318.0,28,39.0,61.0,29.0,GB
82318.0,30,32.0,274.0,4.0,GB
82318.0,36,28.0,306.0,47.0,GB
82318.0,41,23.0,119.0,22.0,GB
82318.0,33,21.0,66.0,17.0,GB
82318.0,37,20.0,184.0,2.0,GB
82318.0,14,11.0,42.0,24.0,GB
82318.0,39,5.0,329.0,46.0,GB
82318.0,16,2.0,338.0,32.0,GB
82318.0,32,1.0,166.0,2.0,GB
82318.0,27,72.0,342.0,33.0,GB
82318.0,46,48.0,243.0,13.0,GB
82318.0,28,39.0,61.0,20.0,GB
82318.0,36,28.0,306.0,3.0,GB
82318.0,39,5.0,329.0,3.0,GB
82323.0,11,83.0,23.0,43.0,GP
82323.0,12,71.0,286.0,39.0,GP
82323.0,20,48.0,155.0,24.0,GP
82323.0,6,44.0,45.0,4.0,GP
82323.0,48,39.0,209.0,32.0,GP
82323.0,25,39.0,309.0,50.0,GP
82323.0,19,24.0,85.0,,GP
82323.0,5,17.0,180.0,1.0,GP
82323.0,24,11.0,219.0,13.0,GP
82323.0,29,9.0,284.0,35.0,GP
82323.0,28,3.0,328.0,35.0,GP
82323.0,17,3.0,94.0,,GP
82323.0,22,1.0,142.0,,GP
82323.0,11,83.0,23.0,40.0,GP
82323.0,6,44.0,45.0,38.0,GP
82323.0,25,39.0,309.0,37.0,GP
82323.0,28,3.0,328.0,3.0,GP
82323.0,86,64.0,333.0,40.0,GL
82323.0,76,63.0,254.0,32.0,GL
82323.0,77,34.0,320.0,34.0,GL
82323.0,85,31.0,44.0,2.0,GL
82323.0,87,28.0,265.0,36.0,GL
82323.0,75,24.0,180.0,18.0,GL
82323.0,70,21.0,78.0,,GL
82323.0,71,8.0,125.0,2.0,GL
82323.0,69,6.0,19.0,50.0,GL
82323.0,13,73.0,253.0,40.0,GA
82323.0,21,61.0,298.0,39.0,GA
82323.0,27,56.0,163.0,21.0,GA
82323.0,15,48.0,44.0,4.0,GA
82323.0,26,20.0,234.0,11.0,GA
82323.0,30,7.0,146.0,,GA
82323.0,13,73.0,253.0,33.0,GA
82323.0,21,61.0,298.0,36.0,GA
82323.0,15,48.0,44.0,37.0,GA
82323.0,26,20.0,234.0,2.0,GA
82323.0,27,72.0,342.0,40.0,GB
82323.0,46,48.0,243.0,33.0,GB
82323.0,28,39.0,61.0,29.0,GB
82323.0,30,32.0,274.0,4.0,GB
82323.0,36,28.0,306.0,47.0,GB
82323.0,41,23.0,119.0,19.0,GB
82323.0,33,21.0,66.0,20.0,GB
82323.0,37,20.0,184.0,2.0,GB
82323.0,14,11.0,42.0,15.0,GB
82323.0,39,5.0,329.0,47.0,GB
82323.0,16,2.0,338.0,33.0,GB
82323.0,32,1.0,166.0,1.0,GB
82323.0,27,72.0,342.0,32.0,GB
82323.0,46,48.0,243.0,17.0,GB
82323.0,28,39.0,61.0,19.0,GB
82323.0,36,28.0,306.0,3.0,GB
82323.0,39,5.0,329.0,3.0,GB
82328.0,11,83.0,23.0,43.0,GP
82328.0,12,71.0,286.0,39.0,GP
82328.0,20,48.0,155.0,25.0,GP
82328.0,6,43.0,46.0,4.0,GP
82328.0,48,39.0,209.0,32.0,GP
82328.0,25,39.0,309.0,50.0,GP
82328.0,19,24.0,85.0,,GP
82328.0,5,19.0,180.0,1.0,GP
82328.0,24,11.0,219.0,20.0,GP
82328.0,29,9.0,284.0,36.0,GP
82328.0,28,3.0,328.0,37.0,GP
82328.0,17,3.0,94.0,,GP
82328.0,22,1.0,142.0,,GP
82328.0,11,83.0,23.0,40.0,GP
82328.0,6,43.0,46.0,38.0,GP
82328.0,25,39.0,309.0,37.0,GP
82328.0,28,3.0,328.0,3.0,GP
82328.0,86,64.0,333.0,41.0,GL
82328.0,76,63.0,254.0,31.0,GL
82328.0,77,34.0,320.0,31.0,GL
82328.0,85,31.0,44.0,2.0,GL
82328.0,87,28.0,265.0,33.0,GL
82328.0,75,24.0,180.0,18.0,GL
82328.0,71,8.0,125.0,22.0,GL
82328.0,69,6.0,19.0,4.0,GL
82328.0,13,73.0,253.0,40.0,GA
82328.0,21,61.0,298.0,39.0,GA
82328.0,27,56.0,163.0,,GA
82328.0,15,48.0,44.0,4.0,GA
82328.0,26,20.0,234.0,14.0,GA
82328.0,30,7.0,146.0,19.0,GA
82328.0,13,73.0,253.0,33.0,GA
82328.0,21,61.0,298.0,36.0,GA
82328.0,15,48.0,44.0,37.0,GA
82328.0,26,20.0,234.0,2.0,GA
82328.0,27,72.0,342.0,40.0,GB
82328.0,46,48.0,243.0,33.0,GB
82328.0,28,39.0,61.0,31.0,GB
82328.0,30,32.0,274.0,4.0,GB
82328.0,36,28.0,306.0,47.0,GB
82328.0,41,23.0,119.0,,GB
82328.0,33,21.0,66.0,25.0,GB
82328.0,37,20.0,184.0,2.0,GB
82328.0,14,11.0,42.0,18.0,GB
82328.0,39,5.0,329.0,47.0,GB
82328.0,16,2.0,338.0,34.0,GB
82328.0,32,1.0,166.0,1.0,GB
82328.0,27,72.0,342.0,32.0,GB
82328.0,46,48.0,243.0,18.0,GB
82328.0,28,39.0,61.0,18.0,GB
82328.0,30,32.0,274.0,3.0,GB
82328.0,39,5.0,329.0,3.0,GB
82333.0,11,81.0,25.0,43.0,GP
82333.0,12,72.0,283.0,39.0,GP
82333.0,20,48.0,155.0,24.0,GP
82333.0,6,43.0,46.0,4.0,GP
82333.0,48,39.0,209.0,32.0,GP
82333.0,25,39.0,309.0,50.0,GP
82333.0,19,24.0,85.0,,GP
82333.0,5,19.0,180.0,,GP
82333.0,24,11.0,219.0,18.0,GP
82333.0,29,9.0,284.0,39.0,GP
82333.0,28,3.0,328.0,41.0,GP
82333.0,17,3.0,94.0,,GP
82333.0,22,1.0,142.0,,GP
82333.0,11,81.0,25.0,40.0,GP
82333.0,6,43.0,46.0,38.0,GP
82333.0,25,39.0,309.0,37.0,GP
82333.0,28,3.0,328.0,3.0,GP
82333.0,86,64.0,333.0,42.0,GL
82333.0,76,63.0,254.0,33.0,GL
82333.0,77,34.0,320.0,33.0,GL
82333.0,85,31.0,44.0,2.0,GL
82333.0,87,28.0,265.0,32.0,GL
82333.0,75,24.0,180.0,17.0,GL
82333.0,71,8.0,125.0,20.0,GL
82333.0,69,6.0,19.0,4.0,GL
82333.0,13,73.0,253.0,40.0,GA
82333.0,21,61.0,298.0,39.0,GA
82333.0,27,56.0,163.0,17.0,GA
82333.0,15,48.0,44.0,4.0,GA
82333.0,26,20.0,234.0,21.0,GA
82333.0,30,7.0,146.0,18.0,GA
82333.0,13,73.0,253.0,33.0,GA
82333.0,21,61.0,298.0,36.0,GA
82333.0,15,48.0,44.0,37.0,GA
82333.0,26,20.0,234.0,2.0,GA
82333.0,27,72.0,342.0,40.0,GB
82333.0,46,48.0,243.0,34.0,GB
82333.0,28,39.0,61.0,34.0,GB
82333.0,30,32.0,274.0,4.0,GB
82333.0,36,28.0,306.0,47.0,GB
82333.0,41,23.0,119.0,,GB
82333.0,33,21.0,66.0,20.0,GB
82333.0,37,20.0,184.0,2.0,GB
82333.0,14,11.0,42.0,,GB
82333.0,39,5.0,329.0,47.0,GB
82333.0,16,2.0,338.0,34.0,GB
82333.0,32,1.0,166.0,1.0,GB
82333.0,27,72.0,342.0,32.0,GB
82333.0,46,48.0,243.0,20.0,GB
82333.0,28,39.0,61.0,19.0,GB
82333.0,33,21.0,66.0,1.0,GB
82333.0,39,5.0,329.0,3.0,GB
82338.0,11,81.0,25.0,43.0,GP
82338.0,12,72.0,283.0,39.0,GP
82338.0,20,48.0,155.0,23.0,GP
82338.0,6,43.0,46.0,4.0,GP
82338.0,48,39.0,209.0,32.0,GP
82338.0,25,39.0,309.0,50.0,GP
82338.0,19,24.0,85.0,,GP
82338.0,5,19.0,180.0,,GP
82338.0,24,11.0,219.0,17.0,GP
82338.0,29,9.0,284.0,38.0,GP
82338.0,28,3.0,328.0,42.0,GP
82338.0,17,2.0,95.0,,GP
82338.0,22,1.0,142.0,,GP
82338.0,11,81.0,25.0,40.0,GP
82338.0,6,43.0,46.0,38.0,GP
82338.0,25,39.0,309.0,37.0,GP
82338.0,86,64.0,333.0,41.0,GL
82338.0,76,63.0,254.0,29.0,GL
82338.0,77,34.0,320.0,36.0,GL
82338.0,85,31.0,44.0,2.0,GL
82338.0,87,28.0,265.0,24.0,GL
82338.0,75,24.0,180.0,11.0,GL
82338.0,71,8.0,125.0,18.0,GL
82338.0,69,6.0,19.0,4.0,GL
82338.0,13,73.0,253.0,40.0,GA
82338.0,21,61.0,298.0,40.0,GA
82338.0,27,56.0,163.0,16.0,GA
82338.0,15,48.0,44.0,4.0,GA
82338.0,26,20.0,234.0,27.0,GA
82338.0,30,7.0,146.0,18.0,GA
82338.0,13,73.0,253.0,33.0,GA
82338.0,21,61.0,298.0,36.0,GA
82338.0,15,48.0,44.0,37.0,GA
82338.0,26,20.0,234.0,2.0,GA
82338.0,27,72.0,342.0,41.0,GB
82338.0,46,48.0,243.0,33.0,GB
82338.0,28,39.0,61.0,35.0,GB
82338.0,30,32.0,274.0,4.0,GB
82338.0,36,28.0,306.0,45.0,GB
82338.0,41,23.0,119.0,19.0,GB
82338.0,33,21.0,66.0,17.0,GB
82338.0,37,20.0,184.0,1.0,GB
82338.0,14,11.0,42.0,21.0,GB
82338.0,39,5.0,329.0,47.0,GB
82338.0,16,2.0,338.0,37.0,GB
82338.0,32,1.0,166.0,1.0,GB
82338.0,27,72.0,342.0,3.0,GB
82338.0,28,39.0,61.0,19.0,GB
82338.0,39,5.0,329.0,31.0,GB
82343.0,11,81.0,25.0,43.0,GP
82343.0,12,72.0,283.0,39.0,GP
82343.0,20,49.0,154.0,23.0,GP
82343.0,6,43.0,46.0,4.0,GP
82343.0,48,39.0,209.0,32.0,GP
82343.0,25,39.0,309.0,50.0,GP
82343.0,19,23.0,85.0,,GP
82343.0,5,19.0,180.0,,GP
82343.0,24,11.0,219.0,,GP
82343.0,29,9.0,284.0,38.0,GP
82343.0,28,3.0,328.0,43.0,GP
82343.0,17,2.0,95.0,,GP
82343.0,11,81.0,25.0,40.0,GP
82343.0,6,43.0,46.0,38.0,GP
82343.0,25,39.0,309.0,36.0,GP
82343.0,86,64.0,333.0,41.0,GL
82343.0,76,63.0,254.0,29.0,GL
82343.0,77,34.0,320.0,36.0,GL
82343.0,85,31.0,44.0,2.0,GL
82343.0,87,28.0,265.0,32.0,GL
82343.0,75,24.0,180.0,,GL
82343.0,70,21.0,78.0,,GL
82343.0,71,8.0,125.0,1.0,GL
82343.0,69,6.0,19.0,48.0,GL
82343.0,13,73.0,253.0,40.0,GA
82343.0,21,61.0,298.0,41.0,GA
82343.0,27,56.0,163.0,,GA
82343.0,15,48.0,44.0,4.0,GA
82343.0,26,20.0,234.0,27.0,GA
82343.0,30,7.0,146.0,17.0,GA
82343.0,13,73.0,253.0,33.0,GA
82343.0,21,61.0,298.0,37.0,GA
82343.0,15,48.0,44.0,37.0,GA
82343.0,26,20.0,234.0,2.0,GA
82343.0,27,72.0,342.0,42.0,GB
82343.0,46,48.0,243.0,31.0,GB
82343.0,28,39.0,61.0,35.0,GB
82343.0,30,32.0,274.0,4.0,GB
82343.0,36,28.0,306.0,45.0,GB
82343.0,41,23.0,119.0,23.0,GB
82343.0,33,21.0,66.0,20.0,GB
82343.0,37,20.0,184.0,1.0,GB
82343.0,14,11.0,42.0,29.0,GB
82343.0,39,5.0,329.0,47.0,GB
82343.0,16,2.0,338.0,37.0,GB
82343.0,32,1.0,166.0,1.0,GB
82343.0,27,72.0,342.0,3.0,GB
82343.0,28,39.0,61.0,20.0,GB
82343.0,39,5.0,329.0,31.0,GB
82348.0,11,81.0,25.0,43.0,GP
82348.0,12,72.0,283.0,40.0,GP
82348.0,20,49.0,154.0,23.0,GP
82348.0,6,43.0,46.0,4.0,GP
82348.0,25,40.0,308.0,49.0,GP
82348.0,48,39.0,209.0,32.0,GP
82348.0,19,23.0,85.0,26.0,GP
82348.0,5,19.0,180.0,1.0,GP
82348.0,24,10.0,219.0,,GP
82348.0,29,9.0,284.0,36.0,GP
82348.0,28,3.0,328.0,44.0,GP
82348.0,17,2.0,95.0,,GP
82348.0,11,81.0,25.0,40.0,GP
82348.0,6,43.0,46.0,38.0,GP
82348.0,25,40.0,308.0,36.0,GP
82348.0,28,3.0,328.0,3.0,GP
82348.0,86,64.0,333.0,41.0,GL
82348.0,76,63.0,254.0,25.0,GL
82348.0,77,34.0,320.0,34.0,GL
82348.0,85,31.0,44.0,1.0,GL
82348.0,87,28.0,265.0,35.0,GL
82348.0,75,24.0,180.0,15.0,GL
82348.0,70,21.0,78.0,,GL
82348.0,71,8.0,125.0,1.0,GL
82348.0,69,6.0,19.0,47.0,GL
82348.0,13,73.0,253.0,40.0,GA
82348.0,21,61.0,298.0,41.0,GA
82348.0,27,56.0,163.0,22.0,GA
82348.0,15,48.0,44.0,4.0,GA
82348.0,26,20.0,234.0,29.0,GA
82348.0,30,7.0,146.0,18.0,GA
82348.0,13,73.0,253.0,33.0,GA
82348.0,21,61.0,298.0,37.0,GA
82348.0,15,48.0,44.0,38.0,GA
82348.0,26,20.0,234.0,2.0,GA
82348.0,27,72.0,342.0,42.0,GB
82348.0,46,48.0,243.0,30.0,GB
82348.0,28,39.0,61.0,35.0,GB
82348.0,30,32.0,274.0,4.0,GB
82348.0,36,28.0,306.0,45.0,GB
82348.0,41,23.0,119.0,,GB
82348.0,33,21.0,66.0,19.0,GB
82348.0,37,20.0,184.0,1.0,GB
82348.0,14,11.0,42.0,29.0,GB
82348.0,39,5.0,329.0,46.0,GB
82348.0,16,2.0,338.0,37.0,GB
82348.0,32,1.0,166.0,1.0,GB
82348.0,27,72.0,342.0,33.0,GB
82348.0,46,48.0,243.0,20.0,GB
82348.0,28,39.0,61.0,19.0,GB
82348.0,36,28.0,306.0,3.0,GB
82348.0,39,5.0,329.0,3.0,GB
82353.0,11,81.0,25.0,43.0,GP
82353.0,12,72.0,283.0,40.0,GP
82353.0,20,49.0,154.0,24.0,GP
82353.0,6,43.0,46.0,4.0,GP
82353.0,25,40.0,308.0,49.0,GP
82353.0,48,39.0,209.0,32.0,GP
82353.0,19,23.0,85.0,24.0,GP
82353.0,5,19.0,180.0,1.0,GP
82353.0,29,10.0,285.0,37.0,GP
82353.0,24,10.0,219.0,,GP
82353.0,28,4.0,327.0,44.0,GP
82353.0,17,2.0,95.0,,GP
82353.0,11,81.0,25.0,40.0,GP
82353.0,6,43.0,46.0,38.0,GP
82353.0,25,40.0,308.0,35.0,GP
82353.0,86,64.0,333.0,40.0,GL
82353.0,76,63.0,254.0,26.0,GL
82353.0,77,34.0,320.0,37.0,GL
82353.0,85,31.0,44.0,3.0,GL
82353.0,87,28.0,265.0,37.0,GL
82353.0,75,24.0,180.0,18.0,GL
82353.0,70,21.0,78.0,,GL
82353.0,71,8.0,125.0,1.0,GL
82353.0,69,6.0,19.0,47.0,GL
82353.0,13,73.0,253.0,40.0,GA
82353.0,21,61.0,298.0,41.0,GA
82353.0,27,56.0,163.0,,GA
82353.0,15,48.0,44.0,4.0,GA
82353.0,26,20.0,234.0,29.0,GA
82353.0,30,7.0,146.0,18.0,GA
82353.0,13,73.0,253.0,33.0,GA
82353.0,21,61.0,298.0,37.0,GA
82353.0,15,48.0,44.0,38.0,GA
82353.0,26,20.0,234.0,2.0,GA
82353.0,27,72.0,342.0,43.0,GB
82353.0,46,48.0,243.0,31.0,GB
82353.0,28,39.0,61.0,35.0,GB
82353.0,30,32.0,274.0,4.0,GB
82353.0,36,28.0,306.0,46.0,GB
82353.0,41,23.0,119.0,,GB
82353.0,33,21.0,66.0,17.0,GB
82353.0,37,20.0,184.0,1.0,GB
82353.0,14,11.0,42.0,24.0,GB
82353.0,39,5.0,329.0,46.0,GB
82353.0,16,2.0,338.0,37.0,GB
82353.0,32,1.0,166.0,1.0,GB
82353.0,27,72.0,342.0,3.0,GB
82353.0,46,48.0,243.0,19.0,GB
82353.0,28,39.0,61.0,19.0,GB
82353.0,39,5.0,329.0,3.0,GB
82358.0,11,81.0,25.0,41.0,GP
82358.0,12,72.0,283.0,40.0,GP
82358.0,20,49.0,154.0,23.0,GP
82358.0,6,43.0,46.0,4.0,GP
82358.0,25,40.0,308.0,49.0,GP
82358.0,48,39.0,209.0,32.0,GP
82358.0,19,23.0,85.0,,GP
82358.0,5,19.0,180.0,2.0,GP
82358.0,29,10.0,285.0,36.0,GP
82358.0,24,10.0,219.0,,GP
82358.0,28,4.0,327.0,44.0,GP
82358.0,17,2.0,95.0,,GP
82358.0,11,81.0,25.0,40.0,GP
82358.0,6,43.0,46.0,38.0,GP
82358.0,25,40.0,308.0,34.0,GP
82358.0,86,64.0,333.0,40.0,GL
82358.0,76,63.0,254.0,30.0,GL
82358.0,77,34.0,320.0,37.0,GL
82358.0,85,31.0,44.0,1.0,GL
82358.0,87,28.0,265.0,37.0,GL
82358.0,75,24.0,180.0,19.0,GL
82358.0,71,8.0,125.0,22.0,GL
82358.0,69,6.0,19.0,4.0,GL
82358.0,13,73.0,253.0,40.0,GA
82358.0,21,61.0,298.0,41.0,GA
82358.0,27,56.0,163.0,20.0,GA
82358.0,15,48.0,44.0,4.0,GA
82358.0,26,20.0,234.0,29.0,GA
82358.0,30,7.0,146.0,15.0,GA
82358.0,13,73.0,253.0,33.0,GA
82358.0,21,61.0,298.0,37.0,GA
82358.0,15,48.0,44.0,38.0,GA
82358.0,26,20.0,234.0,2.0,GA
82358.0,27,72.0,342.0,43.0,GB
82358.0,46,48.0,243.0,33.0,GB
82358.0,28,39.0,61.0,36.0,GB
82358.0,30,32.0,274.0,4.0,GB
82358.0,36,28.0,306.0,45.0,GB
82358.0,41,23.0,119.0,25.0,GB
82358.0,33,21.0,66.0,21.0,GB
82358.0,37,20.0,184.0,,GB
82358.0,14,11.0,42.0,30.0,GB
82358.0,39,5.0,329.0,46.0,GB
82358.0,16,2.0,338.0,37.0,GB
82358.0,32,1.0,166.0,1.0,GB
82358.0,27,72.0,342.0,3.0,GB
82358.0,46,48.0,243.0,19.0,GB
82358.0,28,39.0,61.0,19.0,GB
82358.0,39,5.0,329.0,3.0,GB
82363.0,11,81.0,25.0,40.0,GP
82363.0,12,72.0,283.0,41.0,GP
82363.0,20,49.0,154.0,21.0,GP
82363.0,6,43.0,46.0,4.0,GP
82363.0,25,40.0,308.0,48.0,GP
82363.0,48,39.0,209.0,32.0,GP
82363.0,19,23.0,85.0,28.0,GP
82363.0,5,19.0,180.0,2.0,GP
82363.0,29,10.0,285.0,32.0,GP
82363.0,24,10.0,219.0,16.0,GP
82363.0,28,4.0,327.0,44.0,GP
82363.0,17,2.0,95.0,,GP
82363.0,11,81.0,25.0,40.0,GP
82363.0,6,43.0,46.0,38.0,GP
82363.0,25,40.0,308.0,32.0,GP
82363.0,86,64.0,333.0,41.0,GL
82363.0,76,63.0,254.0,34.0,GL
82363.0,77,34.0,320.0,36.0,GL
82363.0,85,31.0,44.0,2.0,GL
82363.0,87,28.0,265.0,36.0,GL
82363.0,75,24.0,180.0,15.0,GL
82363.0,71,8.0,125.0,18.0,GL
82363.0,69,6.0,19.0,4.0,GL
82363.0,13,73.0,253.0,40.0,GA
82363.0,21,61.0,298.0,41.0,GA
82363.0,27,56.0,163.0,23.0,GA
82363.0,15,48.0,44.0,4.0,GA
82363.0,26,20.0,234.0,30.0,GA
82363.0,30,7.0,146.0,15.0,GA
82363.0,13,73.0,253.0,33.0,GA
82363.0,21,61.0,298.0,37.0,GA
82363.0,15,48.0,44.0,38.0,GA
82363.0,26,20.0,234.0,1.0,GA
82363.0,27,72.0,342.0,43.0,GB
82363.0,46,48.0,243.0,31.0,GB
82363.0,28,39.0,61.0,37.0,GB
82363.0,30,32.0,274.0,4.0,GB
82363.0,36,28.0,306.0,43.0,GB
82363.0,41,23.0,119.0,25.0,GB
82363.0,33,21.0,66.0,18.0,GB
82363.0,37,20.0,184.0,1.0,GB
82363.0,14,11.0,42.0,31.0,GB
82363.0,39,5.0,329.0,46.0,GB
82363.0,16,2.0,338.0,38.0,GB
82363.0,32,1.0,166.0,1.0,GB
82363.0,27,72.0,342.0,3.0,GB
82363.0,46,48.0,243.0,20.0,GB
82363.0,28,39.0,61.0,19.0,GB
82363.0,39,5.0,329.0,3.0,GB
82368.0,11,81.0,25.0,41.0,GP
82368.0,12,72.0,283.0,41.0,GP
82368.0,20,49.0,154.0,22.0,GP
82368.0,6,43.0,46.0,4.0,GP
82368.0,25,40.0,308.0,48.0,GP
82368.0,48,39.0,209.0,32.0,GP
82368.0,19,23.0,85.0,25.0,GP
82368.0,5,19.0,180.0,2.0,GP
82368.0,29,10.0,285.0,29.0,GP
82368.0,24,10.0,219.0,12.0,GP
82368.0,28,4.0,327.0,42.0,GP
82368.0,17,2.0,95.0,,GP
82368.0,11,81.0,25.0,40.0,GP
82368.0,6,43.0,46.0,38.0,GP
82368.0,25,40.0,308.0,31.0,GP
82368.0,24,10.0,219.0,1.0,GP
82368.0,28,4.0,327.0,31.0,GP
82368.0,86,64.0,333.0,40.0,GL
82368.0,76,63.0,254.0,36.0,GL
82368.0,77,34.0,320.0,38.0,GL
82368.0,85,31.0,44.0,2.0,GL
82368.0,87,28.0,265.0,37.0,GL
82368.0,75,24.0,180.0,19.0,GL
82368.0,70,21.0,78.0,,GL
82368.0,71,8.0,125.0,1.0,GL
82368.0,69,6.0,19.0,46.0,GL
82368.0,13,73.0,253.0,40.0,GA
82368.0,21,61.0,298.0,41.0,GA
82368.0,27,56.0,163.0,26.0,GA
82368.0,15,48.0,44.0,4.0,GA
82368.0,26,20.0,234.0,27.0,GA
82368.0,30,7.0,146.0,17.0,GA
82368.0,13,73.0,253.0,33.0,GA
82368.0,21,61.0,298.0,37.0,GA
82368.0,15,48.0,44.0,38.0,GA
82368.0,26,20.0,234.0,1.0,GA
82368.0,27,72.0,342.0,43.0,GB
82368.0,46,48.0,243.0,28.0,GB
82368.0,28,39.0,61.0,36.0,GB
82368.0,30,32.0,274.0,4.0,GB
82368.0,36,28.0,306.0,42.0,GB
82368.0,41,23.0,119.0,20.0,GB
82368.0,33,21.0,66.0,22.0,GB
82368.0,37,20.0,184.0,1.0,GB
82368.0,14,11.0,42.0,29.0,GB
82368.0,39,5.0,329.0,46.0,GB
82368.0,16,2.0,338.0,38.0,GB
82368.0,32,1.0,166.0,1.0,GB
82368.0,27,72.0,342.0,33.0,GB
82368.0,46,48.0,243.0,19.0,GB
82368.0,28,39.0,61.0,19.0,GB
82368.0,30,32.0,274.0,3.0,GB
82368.0,36,28.0,306.0,3.0,GB
82368.0,39,5.0,329.0,33.0,GB
82373.0,11,81.0,25.0,41.0,GP
82373.0,12,72.0,283.0,43.0,GP
82373.0,20,49.0,154.0,22.0,GP
82373.0,6,43.0,46.0,4.0,GP
82373.0,25,40.0,308.0,48.0,GP
82373.0,48,39.0,209.0,32.0,GP
82373.0,19,23.0,85.0,23.0,GP
82373.0,5,19.0,180.0,1.0,GP
82373.0,29,10.0,285.0,22.0,GP
82373.0,24,10.0,219.0,,GP
82373.0,28,4.0,327.0,42.0,GP
82373.0,17,2.0,95.0,,GP
82373.0,11,81.0,25.0,40.0,GP
82373.0,6,43.0,46.0,38.0,GP
82373.0,25,40.0,308.0,29.0,GP
82373.0,24,10.0,219.0,1.0,GP
82373.0,28,4.0,327.0,32.0,GP
82373.0,86,64.0,333.0,41.0,GL
82373.0,76,63.0,254.0,36.0,GL
82373.0,77,34.0,320.0,37.0,GL
82373.0,85,31.0,44.0,2.0,GL
82373.0,87,28.0,265.0,37.0,GL
82373.0,75,24.0,180.0,19.0,GL
82373.0,71,8.0,125.0,17.0,GL
82373.0,69,6.0,19.0,4.0,GL
82373.0,13,74.0,257.0,40.0,GA
82373.0,21,61.0,298.0,41.0,GA
82373.0,27,56.0,163.0,22.0,GA
82373.0,15,48.0,44.0,4.0,GA
82373.0,26,20.0,234.0,26.0,GA
82373.0,30,7.0,146.0,18.0,GA
82373.0,13,74.0,257.0,33.0,GA
82373.0,21,61.0,298.0,37.0,GA
82373.0,15,48.0,44.0,38.0,GA
82373.0,26,20.0,234.0,1.0,GA
82373.0,27,72.0,342.0,41.0,GB
82373.0,46,48.0,243.0,29.0,GB
82373.0,28,39.0,61.0,36.0,GB
82373.0,30,32.0,274.0,4.0,GB
82373.0,36,28.0,306.0,44.0,GB
82373.0,41,23.0,119.0,17.0,GB
82373.0,33,21.0,66.0,,GB
82373.0,37,20.0,184.0,1.0,GB
82373.0,14,11.0,42.0,31.0,GB
82373.0,39,5.0,329.0,46.0,GB
82373.0,16,2.0,338.0,38.0,GB
82373.0,32,1.0,166.0,1.0,GB
82373.0,27,72.0,342.0,33.0,GB
82373.0,46,48.0,243.0,19.0,GB
82373.0,28,39.0,61.0,19.0,GB
82373.0,30,32.0,274.0,3.0,GB
82373.0,36,28.0,306.0,3.0,GB
82373.0,39,5.0,329.0,34.0,GB
82378.0,11,81.0,25.0,40.0,GP
82378.0,12,72.0,283.0,43.0,GP
82378.0,20,49.0,154.0,22.0,GP
82378.0,6,43.0,46.0,4.0,GP
82378.0,25,40.0,308.0,48.0,GP
82378.0,48,39.0,209.0,32.0,GP
82378.0,19,23.0,85.0,24.0,GP
82378.0,5,19.0,180.0,1.0,GP
82378.0,29,10.0,285.0,26.0,GP
82378.0,24,10.0,219.0,24.0,GP
82378.0,28,4.0,327.0,41.0,GP
82378.0,17,2.0,95.0,,GP
82378.0,11,81.0,25.0,40.0,GP
82378.0,6,43.0,46.0,38.0,GP
82378.0,25,40.0,308.0,28.0,GP
82378.0,24,10.0,219.0,1.0,GP
82378.0,28,4.0,327.0,31.0,GP
82378.0,86,64.0,333.0,44.0,GL
82378.0,76,63.0,254.0,36.0,GL
82378.0,77,34.0,320.0,35.0,GL
82378.0,85,31.0,44.0,3.0,GL
82378.0,87,28.0,265.0,39.0,GL
82378.0,75,24.0,180.0,20.0,GL
82378.0,71,8.0,125.0,20.0,GL
82378.0,69,6.0,19.0,4.0,GL
82378.0,13,74.0,257.0,40.0,GA
82378.0,21,61.0,298.0,41.0,GA
82378.0,27,56.0,163.0,,GA
82378.0,15,47.0,44.0,4.0,GA
82378.0,26,20.0,234.0,24.0,GA
82378.0,30,7.0,146.0,18.0,GA
82378.0,13,74.0,257.0,33.0,GA
82378.0,21,61.0,298.0,37.0,GA
82378.0,15,47.0,44.0,38.0,GA
82378.0,26,20.0,234.0,1.0,GA
82378.0,27,72.0,342.0,41.0,GB
82378.0,46,48.0,243.0,29.0,GB
82378.0,28,39.0,61.0,36.0,GB
82378.0,30,32.0,274.0,4.0,GB
